"transaction_id","session_id","date","user_id","product_id","quantity","revenue"
"5NrkTuCmhSh7","lujykNs77u",2023-01-19,3536,"01-SB",1,15
"ayhw9BtGM3AI","0Ebfc6iPgI",2023-01-19,10158,"01-MB",2,60
"lnzWeh78im8z","Indxhh3V7D",2023-01-19,12701,"01-SB",3,45
"5OY1ppOIo3CL","cozOEoXx5v",2023-01-19,2642,"01-SB",3,45
"mxDG2cIkscLk","1rlrOkaOhv",2023-01-19,18340,"02-DBC",3,30
"AQjdLPHuwPan","lSPHqnDLiA",2023-01-19,4722,"01-MB",1,30
"TGFNUhpvlWgW","hCQQ0V8n4O",2023-01-19,3550,"01-SB",4,60
"sObj5xv8KTgr","vCKmlVFuWX",2023-01-19,1569,"01-MB",4,120
"lMZgxUiuDVuj","6H2JawWQdn",2023-01-19,19208,"02-DBC",5,50
"dAA6hqH4eYHd","EeyaMzNtfz",2023-01-19,18707,"01-SB",2,30
"q2TVNLyFJqUS","2gO6nx0qkv",2023-01-20,1136,"01-SB",3,45
"RvvDOE06y1lr","2d0ryzKoWy",2023-01-20,13113,"02-CBC",5,37.5
"oEwSHRpNTTnQ","8TfvnD3Uwq",2023-01-20,6517,"02-DBC",3,30
"H1li2pnycsfL","VgCJCyS9XV",2023-01-20,12607,"01-LB",2,110
"Z6SpsLBnyiKA","Cs67b1Sh4x",2023-01-20,19051,"02-CBC",3,22.5
"PcgNOFaYZ3aQ","9JLqNueXau",2023-01-20,14001,"01-MB",1,30
"8r7qoMc8sa4Y","WjAv4cPDIc",2023-01-20,19709,"02-DBC",5,50
"I4uxN5NmIwDM","oI6Zi1pjzq",2023-01-20,16314,"01-MB",2,60
"vegaFTcqmeJD","i1tYyZ5QIM",2023-01-21,18436,"01-LB",3,165
"gHFEnp2WUjbo","qwdbU8FVsV",2023-01-21,8730,"01-SB",4,60
"xWmwsNIxH2Ux","C0MxbS74zB",2023-01-21,2736,"01-MB",2,60
"zXISlXpL3Wll","ioBtu5cPBd",2023-01-21,46,"02-DBC",2,20
"LxQwTO77vB4G","jiHrwNc4uv",2023-01-21,16202,"01-LB",4,220
"noHzZeZTxNOc","mVTo57aDmj",2023-01-21,8227,"01-SB",1,15
"VrFLIiHgluHD","aygvZyynmK",2023-01-21,19512,"01-LB",4,220
"VjM7gZmj3VS7","k8ZcDUjUhi",2023-01-22,15821,"01-MB",5,150
"8s2WY6qkKoun","KkTiHTLsW7",2023-01-22,2928,"02-CBC",1,7.5
"bz05W0xT1Ord","fncPmTepNe",2023-01-22,15297,"02-DBC",1,10
"ZoIXMqqFGYYp","DzaN7tpoaF",2023-01-22,2144,"01-LB",2,110
"N5xAME0rHZR2","0p4LkP2BKF",2023-01-22,12678,"01-MB",1,30
"lRMXwTDOKSSG","sS8FQcsbAB",2023-01-22,18325,"02-DBC",3,30
"4W2c5EPskdFJ","kaUHXHiNyQ",2023-01-22,3029,"02-DBC",4,40
"RMlOUOEwEtHI","doHiMOrbhS",2023-01-22,11335,"02-CBC",3,22.5
"ie3HaiRWtyrQ","U11ZHplore",2023-01-22,3145,"02-CBC",2,15
"NfuwBwC2U473","rMx8bjZBq8",2023-01-23,19996,"01-MB",1,30
"xkNTCdY87vO7","JuV4DvTK7i",2023-01-23,12928,"01-MB",4,120
"ycoIsGF5X9Gv","GkX3lGl4yA",2023-01-23,10894,"02-CBC",4,30
"zIsj3qeHMsyD","2oTFEG90KE",2023-01-23,12397,"01-SB",5,75
"glRRYPAXVLqu","uQnMvUHpMo",2023-01-23,10546,"01-LB",1,55
"0BuzQxmMRcq8","T1xijH7aLu",2023-01-23,1221,"02-DBC",2,20
"ih0v7dC5KK0d","nnVogaIyrq",2023-01-23,10549,"01-SB",2,30
"9c0DnS60HNaK","xEXKm0YCFs",2023-01-23,16991,"02-DBC",2,20
"jFN41cSxsPRd","1rPpZXav0s",2023-01-23,18195,"01-SB",5,75
"QjskSa9j5cNj","6U6foTJZAt",2023-01-23,6018,"01-LB",5,275
"9zZMM4xUq8CG","NqJCC3k4Qo",2023-01-23,4058,"01-MB",4,120
"glcsSXLke9oj","0uKCCEZ54T",2023-01-24,13231,"02-CBC",2,15
"Qq7AyFaCP2kY","C8zgldsFnh",2023-01-24,2939,"02-CBC",3,22.5
"PGF6VnqvYKMF","aCg9LAFuKq",2023-01-24,6486,"02-CBC",3,22.5
"2MbdhdYrkJtb","y10tgzcxFp",2023-01-24,5117,"02-DBC",4,40
"ifOjdjvx52TH","91wVefVCEC",2023-01-24,6907,"01-MB",1,30
"zr6VFCS0cZC4","NMYxZLNzt5",2023-01-24,1432,"02-DBC",3,30
"xinuxDlNrlbs","A96uMR07qF",2023-01-25,9472,"01-MB",5,150
"SoeNAXLzCNou","LqCMplOTIk",2023-01-25,2293,"02-DBC",5,50
"aHd4r4Pf5pIU","5B0xsUfefg",2023-01-25,13621,"02-DBC",1,10
"mzyH4HS7QmjT","yZCs5O5tTZ",2023-01-25,17017,"01-SB",1,15
"ETHaOJ204qb6","iemTeAaDld",2023-01-25,4916,"02-CBC",2,15
"cuNqzyx7FiCv","aCsOQueWgt",2023-01-25,17567,"02-CBC",5,37.5
"aOKLpatoEwpx","lzI5eWtqVG",2023-01-26,1103,"02-CBC",5,37.5
"xNPak60J1AhZ","0rduBEupeh",2023-01-26,4627,"01-LB",3,165
"8MZAc1jzzXV9","hBpVvz6lcV",2023-01-26,15061,"02-CBC",2,15
"oFxlVhWqJR1d","KQpslQhPZ4",2023-01-26,14553,"01-MB",3,90
"FEGV4eBKAZLY","lIQmPI3aIk",2023-01-26,12866,"02-DBC",5,50
"JYpA26hPtABA","RSH2P8Z6fC",2023-01-26,12903,"02-DBC",2,20
"dN4Hk4ccl18L","jB4ppAMhS6",2023-01-26,15321,"02-DBC",3,30
"GHxWDTeh8QDB","jsJjcQRXAZ",2023-01-26,5064,"02-CBC",2,15
"zYk0jDUjyZw8","qI9KTGL7jb",2023-01-26,3956,"02-DBC",5,50
"jttzcuLjkebp","nqMMDZ9jVi",2023-01-26,10385,"02-DBC",1,10
"NyweZfBvTRhG","unguEW5gwZ",2023-01-26,10896,"02-CBC",2,15
"et5QuoTssSVw","WtT84Whe3H",2023-01-26,17990,"01-MB",4,120
"4706ykyygQH0","k1wlMxS7Jx",2023-01-27,16089,"01-LB",5,275
"U44fixyTlmb8","H6S0JEgvNu",2023-01-27,19651,"01-LB",4,220
"EwaNYbt3J3wX","8JkVtL9gKp",2023-01-27,5662,"01-MB",1,30
"seXL9aW77Iin","zgXuzy0XL0",2023-01-27,13924,"01-SB",3,45
"LuCM4us5VfQj","poAIEfMbjg",2023-01-27,12967,"02-CBC",3,22.5
"Wha2D1WrSvs0","2tBBRm7Wh4",2023-01-27,18630,"02-DBC",4,40
"JPFJPXut1XmY","Szrn3R66xr",2023-01-28,368,"01-LB",1,55
"Lg4bVqc8KNGJ","DRsJUvBJGv",2023-01-28,11487,"01-MB",2,60
"6J2caC8dpujx","R4lk7ybuv4",2023-01-28,1892,"01-SB",1,15
"BZNZCLLgJy0D","kGlsl80ZS3",2023-01-28,19156,"02-CBC",2,15
"kvdrdGeMTkLN","xDuGAABGdW",2023-01-28,17588,"02-DBC",2,20
"yHMBQvGMbGvD","4MaXmQvoMM",2023-01-28,18669,"02-CBC",3,22.5
"nv9D4Ijz7qkE","STCJD13vre",2023-01-28,3765,"02-CBC",4,30
"2oHaRNULmJ9y","mZSItiuF9E",2023-01-29,2784,"01-SB",3,45
"FK0VU5ebAQVN","5F40mpSs73",2023-01-29,2468,"02-CBC",5,37.5
"wYw56HZVOwqr","XFassoaeXW",2023-01-29,12022,"02-DBC",2,20
"rxj0gdWd0jvk","QlPNHWqSFW",2023-01-29,9493,"01-MB",5,150
"xJsEZMWhjIcE","l55cCq7Dsn",2023-01-29,14556,"01-MB",4,120
"8Lve2NRdBC3n","ZFbo5LUHFV",2023-01-29,19554,"01-SB",3,45
"Yzx9cp98215t","HJbuYEh3yq",2023-01-29,6402,"01-SB",2,30
"eHxHgAItGzZ3","GoWxHLCAhd",2023-01-29,11684,"02-DBC",1,10
"5wVvYPdCOi49","HQQbW8ROsT",2023-01-29,1485,"02-DBC",1,10
"WVwVNOaTdnek","4y77CaqJ6s",2023-01-29,15472,"01-SB",1,15
"bHUN2VotXtx9","vH2O0rN7TE",2023-01-30,9382,"01-MB",3,90
"d4yJrw8fAwBp","9D6h1Dd6gy",2023-01-30,14947,"01-MB",3,90
"WZS1mqH0TeKC","fTrw99vqOB",2023-01-30,5651,"01-SB",3,45
"YGPtQthHbLBB","aHjG9IOrHz",2023-01-30,10843,"01-MB",3,90
"pnoI2TuvgpHz","6SSe8CLaKG",2023-01-30,12227,"02-DBC",4,40
"bQj4mpwgFqJL","tVbXb8yS7V",2023-01-31,19401,"01-MB",3,90
"t4ngIyV69GIA","8GhnEMfEOv",2023-01-31,13626,"01-LB",3,165
"25EVZciZKkZk","RWhbBVybHb",2023-01-31,15711,"01-MB",2,60
"MDhVnu2yKI3f","xZARhktebT",2023-01-31,14746,"01-LB",3,165
"xH8keiDcDTFZ","fCsuCJjFnL",2023-01-31,978,"02-CBC",3,22.5
"d5UHrk2ThOJ1","UgrzXsY1DP",2023-01-31,1752,"01-LB",3,165
"m37WovWcf3PY","scpsOByV95",2023-01-31,19111,"01-MB",5,150
"89UNGgdKfxsM","wuisu2jIYA",2023-01-31,19090,"01-SB",1,15
"fCSYSF9TB8nX","d2HlSjLGAa",2023-01-31,3450,"01-LB",3,165
"9YuJBEOm2TaD","pKjl91WAj5",2023-01-31,9378,"01-SB",4,60
"W029n8hyh9N4","J2FrDRujRb",2023-02-01,7893,"01-MB",5,150
"XngJZLqe4JVN","P75GimHSKX",2023-02-01,437,"02-CBC",1,7.5
"KN3SHyiiwQEI","agK8ZV0ijb",2023-02-01,269,"01-MB",3,90
"ZaNly6OAFC7N","FlXSEWTydI",2023-02-01,12660,"02-DBC",3,30
"GOq6OWEyo5GI","6F545SDATq",2023-02-01,5411,"01-SB",1,15
"OYnQriuGwJZp","jytzYS4XFX",2023-02-01,1375,"01-MB",5,150
"wd68FsW8YhA5","kpMiS9czdl",2023-02-01,5032,"01-MB",2,60
"CNanZdDOO0h6","JTmgsqU8XU",2023-02-01,10614,"02-DBC",5,50
"bYmrw6fajlR8","veSeSoPDTP",2023-02-01,3455,"01-MB",3,90
"bysgvjbs3axz","WanvrXREF9",2023-02-01,4957,"01-LB",2,110
"X9waJr5ntZfu","RJNvrCLnW2",2023-02-01,82069186,"01-MB",5,150
"JU7anhb6yyAU","0uPAlvAuSD",2023-02-01,33157412,"02-DBC",2,20
"d24TCmtmFSGM","81pzphTHU7",2023-02-01,10952719,"01-MB",5,150
"unCL5diPJruq","MDmzOzgLES",2023-02-02,737,"02-CBC",2,15
"kigPNEMXUkUb","KQtkLo5BEo",2023-02-02,18477,"01-SB",3,45
"xoLJkoJWtUW2","H15MUrQ5gS",2023-02-02,11991,"02-CBC",2,15
"sPqxcOoYAHtd","h2MQ34EHgs",2023-02-02,19200,"01-MB",3,90
"hamZJ9MWg9Ku","jV5AbSj3DT",2023-02-02,13369,"01-LB",1,55
"M8vxnsSDyERY","tb1k1VnpJq",2023-02-02,12610,"02-DBC",1,10
"lQ8TSltDH7W0","v8yXAndpOK",2023-02-02,8410,"02-CBC",3,22.5
"s3kQoBYOd34P","vOwkHbWMAD",2023-02-02,13683,"02-DBC",5,50
"pqJ85Zb0KTQJ","bF5wdsAQSl",2023-02-02,57283970,"01-MB",5,150
"k0gUMNHSCa0z","V4CCnpG9Wu",2023-02-02,79795946,"01-SB",4,60
"cixnXiTSZ39O","6LqTJTf2uj",2023-02-02,97879390,"01-LB",5,275
"xBAgikH6NgEQ","DwEvEZBFR5",2023-02-03,1547,"01-MB",3,90
"8OHQUzX3tbMz","fCrmYzVzzp",2023-02-03,7765,"02-CBC",1,7.5
"FnSNJFKJK3UT","wHZPrN8IvI",2023-02-03,12954,"01-MB",4,120
"FExM953NcVP8","XUswOdEIwp",2023-02-03,10722,"01-LB",1,55
"qAFBSR9IlvE7","fmYvQnagO7",2023-02-03,29518923,"01-SB",3,45
"ihqj9L29hczj","ph4UoOTaYJ",2023-02-03,25839735,"02-CBC",1,7.5
"KLV6os2CEf3U","86UhMViLvD",2023-02-04,3021,"01-MB",1,30
"NZJzg7rHVjtF","rY0EghXQXh",2023-02-04,1672,"02-CBC",1,7.5
"eERTcwqMM42K","NQOt40vbHQ",2023-02-04,12153,"01-MB",4,120
"bjaS6G4BMG4k","vH0tiJ8TV6",2023-02-04,2982,"01-MB",2,60
"ZleeVM7YDyKy","Jd5KNMKvsC",2023-02-04,7517,"01-SB",3,45
"iGLpUJrNAiKr","KOQz4RtiGF",2023-02-04,1932,"01-SB",1,15
"kpEF36q695uV","v13WQiRBIx",2023-02-04,535,"01-MB",3,90
"tl758mu2OCch","BhEUJoyAsP",2023-02-04,33262610,"01-MB",3,90
"RiQcZm1QFcgc","uipiC9sAIs",2023-02-04,33004458,"01-LB",3,165
"aSUcYU40DZtt","nUNVx7CLUA",2023-02-04,11146000,"02-CBC",2,15
"Tan1udGf8mvF","PHAxnzL5ut",2023-02-05,364,"02-CBC",5,37.5
"qhewOrJcDR9i","nTFXJyNxSO",2023-02-05,6900,"01-MB",2,60
"ZPdvJoVoDr6c","HnsRfzryN0",2023-02-05,6203,"02-CBC",2,15
"Y9BgSq4zsg6p","zglVpbdyFm",2023-02-05,6745,"01-LB",3,165
"sSVp6WdUdC4O","6ziB0JSDkG",2023-02-05,17864,"01-LB",3,165
"rXlgL7IGbNHx","056jssINPq",2023-02-05,7964,"01-SB",3,45
"Uf8NN00RcdKS","fLJzoNQn2N",2023-02-05,83864123,"02-CBC",3,22.5
"dupCzBmI1yBD","Vaee0tBJTS",2023-02-05,26463297,"02-DBC",2,20
"CU43QNWsRA17","jbGJDLEYdd",2023-02-05,59839613,"02-CBC",2,15
"KyXLUP42yiu4","N9SuclEAkA",2023-02-05,24018538,"01-SB",2,30
"L6oLiV4P8Dkp","HWH8M2oUhG",2023-02-05,39824169,"01-SB",2,30
"KAFjxdegYrzm","UV824XgtI2",2023-02-06,19737,"02-DBC",5,50
"8kDhlf0kzZZV","2wnZ4uG7Pi",2023-02-06,7595,"01-MB",1,30
"DtX3E0MtiCBr","54sKWCFdcq",2023-02-06,17374,"02-DBC",5,50
"3BxXO3TwU0Ox","Bp2Qu0a6nY",2023-02-06,12855,"01-MB",1,30
"PjR465PjBilu","cTFNvNqo3U",2023-02-06,6908,"01-SB",2,30
"kF7dFke3OZ4O","znLm6CFXEf",2023-02-06,19462,"01-MB",3,90
"0qWfmD4YmPdy","lFQdFp6CXp",2023-02-06,8306,"02-CBC",4,30
"530V3LTHkNZH","EQ4vUmHKXB",2023-02-06,61953205,"01-SB",4,60
"0nP9WUDp159y","iHzZ6PiXIx",2023-02-07,9045,"01-LB",2,110
"8GjSZ3WE5GG2","1A69hSuHno",2023-02-07,11360,"01-MB",2,60
"Xpvjy67DZQ8K","VM2T7VDY3y",2023-02-07,9088,"02-CBC",3,22.5
